Number of Records,created_at (@realDonaldTrump's Tweets),favorite_count (@realDonaldTrump's Tweets),id_str (@realDonaldTrump's Tweets),in_reply_to_screen_name (@realDonaldTrump's Tweets),in_reply_to_status_id_str (@realDonaldTrump's Tweets),is_retweet (@realDonaldTrump's Tweets),lang (@realDonaldTrump's Tweets),retweet_count (@realDonaldTrump's Tweets),source (@realDonaldTrump's Tweets),text (@realDonaldTrump's Tweets)
1,9/18/2016 9:11:48 PM,32381,777616135856545792,,,false,en,11421,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HAPPY BIRTHDAY - to the United States Air Force!! https://t.co/5Gwi1M5R2t
1,9/19/2016 2:30:34 AM,46319,777696356211326976,,,false,en,18722,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Under the leadership of Obama &amp; Clinton, Americans have experienced more attacks at home than victories abroad. Time to change the playbook!"
1,9/19/2016 2:32:03 AM,38220,777696726933180416,,,false,en,12005,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Terrible attacks in NY, NJ and MN this weekend. Thinking of victims, their families and all Americans! We need to be strong!"
1,9/19/2016 11:02:30 AM,10783,777825186758418432,,,false,en,2069,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Will be on @foxandfriends at 7:02 A.M.  Enjoy.
1,9/19/2016 12:14:59 PM,14322,777843428449251328,,,false,en,4448,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""@AngPiazza: @foxandfriends  @realDonaldTrump he's the ONLY candidate that will keep us safe!"""
1,9/19/2016 12:27:28 PM,17287,777846568741441536,,,false,en,7436,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""@TarukMatuk: @CNN @FoxNews @realDonaldTrump @RogerRice10 Refugees from Syria over 10k plus more coming. Lots young males, poorly vetted."
1,9/19/2016 4:32:32 PM,46532,777908242538196992,,,false,en,15604,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Great job once again by law enforcement! We are proud of them and should embrace them - without them, we don't have a country!"
1,9/19/2016 4:41:15 PM,39617,777910435425226753,,,false,en,15254,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Once again someone we were told is ok turns out to be a terrorist who wants to destroy our country &amp; its people- how did he get thru system?
1,9/19/2016 4:53:42 PM,24020,777913567676866560,,,false,en,10054,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..cont: https://t.co/E5BdTiwlur"
1,9/19/2016 7:52:00 PM,16586,777958440211771392,,,false,en,7743,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Philly FOP Chief On Presidential Endorsement: Clinton ‘Blew The Police Off' https://t.co/ATBY343pS1
1,9/20/2016 12:14:56 AM,12805,778024608733749249,,,false,en,2750,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I will be interviewed on the @oreillyfactor - tonight from Florida, now. Enjoy!"
1,9/20/2016 12:19:00 AM,26558,778025630956912640,,,false,en,10221,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/XhwUGw0v2H"
1,9/20/2016 12:26:50 AM,21649,778027605572329472,,,false,en,7972,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Amazing rally in Florida - this is a MOVEMENT! Join us today at https://t.co/3KWOl2ibaW. https://t.co/BF1IqPXNho
1,9/20/2016 12:02:35 PM,26477,778202693215068161,,,false,en,8969,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Crooked Hillary has been fighting ISIS, or whatever she has been doing, for years. Now she has new ideas. It is time for change."
1,9/20/2016 1:49:50 PM,16325,778229686769967104,,,false,en,5631,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Georgia! #AmericaFirst
#MakeAmericaGreatAgain 
https://t.co/3KWOl2ibaW https://t.co/y01qpON7h7"
1,9/20/2016 1:50:56 PM,16715,778229963216519168,,,false,en,5753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Nevada! #AmericaFirst
#MakeAmericaGreatAgain 
https://t.co/3KWOl2ibaW https://t.co/RJqHgq2Rn0"
1,9/20/2016 2:20:50 PM,37908,778237485402980352,,,false,en,11756,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Do people notice Hillary is copying my airplane rallies - she puts the plane behind her like I have been doing from the beginning.
1,9/20/2016 2:22:02 PM,22888,778237787355111424,,,false,en,6271,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!
1,9/20/2016 2:23:59 PM,71106,778238281196662784,,,false,en,28631,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!"
1,9/20/2016 8:33:08 PM,27125,778331181083418624,,,false,en,9283,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you High Point, NC! I will fight for every neglected part of this nation &amp; I will fight to bring us together… https://t.co/DSaUpSptBz"
1,9/21/2016 12:07:51 AM,23645,778385212505989120,,,false,en,7876,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Kenansville, North Carolina! Remember- on November 8th, that special interest gravy train is coming to a… https://t.co/AysJRMzvKw"
1,9/21/2016 11:17:43 AM,40286,778553790568001540,,,false,en,16214,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAF… https://t.co/Lt2L3NKzyi"
1,9/21/2016 1:20:15 PM,26842,778584630396129281,,,false,en,9195,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The situations in Tulsa and Charlotte are tragic. We must come together to make America safe again.
1,9/21/2016 1:23:13 PM,37011,778585375174451200,,,false,en,12751,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hopefully the violence &amp; unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity &amp; leadership."
1,9/21/2016 6:01:51 PM,0,778655495037091845,,,true,en,6762,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GMA: WATCH: @IvankaTrump on ""women who work;"" empowering campaign celebrates modern women.  https://t.co/rMFe9o6WcL"
1,9/21/2016 9:02:56 PM,27263,778701067588472832,,,false,en,8625,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Toledo, Ohio! It is so important for you to get out and VOTE on November 8, 2016! Lets MAKE AMERICA SAFE… https://t.co/MQdp4GgLIE"
1,9/21/2016 10:35:19 PM,25836,778724315244040194,,,false,en,9992,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Great new polls! Thank you Nevada, North Carolina &amp; Ohio. Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/Y8Sb8MNyXA"
1,9/22/2016 12:49:24 AM,18032,778758058394738689,,,false,en,5109,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",.@YoungDems4Trump  Thank you!
1,9/22/2016 12:54:26 AM,15117,778759324491538432,,,false,en,4471,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""@ThAllenSBoucher: @DiamondandSilk @realDonaldTrump @seanhannity I love those beautiful gals."" D + S = Two amazing women!"
1,9/22/2016 12:58:03 AM,13938,778760237629210624,,,false,en,3816,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I will be interviewed from Cleveland, Ohio, on @seanhannity - Tonight at 10:00 P.M. Enjoy!"
1,9/22/2016 11:02:01 AM,12128,778912230633005056,,,false,en,2224,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Will be on @foxandfriends now.
1,9/22/2016 2:45:45 PM,13018,778968533749338112,,,false,en,4316,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me in Roanoke, Virginia on Saturday evening at 6pm! #MAGA
https://t.co/uKG55Pznwu"
1,9/23/2016 1:17:50 AM,17863,779127602988650498,,,false,en,6010,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is more than a campaign- it is a movement. #MakeAmericaGreatAgain
SIGN UP TODAY &amp; WE WILL WIN! https://t.co/2XBs5SSRC3"
1,9/23/2016 2:09:13 AM,26418,779140534753435648,,,false,en,7974,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Spoke with Governor @PatMcCroryNC of North Carolina today. He is doing a tremendous job under tough circumstances.
1,9/23/2016 3:55:55 PM,0,779348578040963073,,,true,en,6157,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dcexaminer: EXCLUSIVE: How Donald Trump's 30 million followers are crashing the Internet https://t.co/hV2z4yrTU7 https://t.co/lWkjmdyQ7Q
1,9/23/2016 3:57:47 PM,15677,779349049778601984,,,false,en,6023,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tomorrow's the day! Knock on doors and make calls with us on National Day of Action! #TrumpTrain #MAGA… https://t.co/05NY0wJHkL
1,9/23/2016 5:26:56 PM,38062,779371482329837568,,,false,en,19180,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hillary Clinton just lost every Republican she ever had, including Never Trump, all farmers &amp; sm. biz, by saying she’ll tax estates at 65%."
1,9/23/2016 5:32:20 PM,15303,779372844513947648,,,false,en,6829,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","'How Trump Would Stimulate the U.S. Economy'
https://t.co/jU3HHglnIu"
1,9/23/2016 8:13:49 PM,12832,779413482882162688,,,false,en,4419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me in Roanoke, Virginia tomorrow at the Berglund Center- Coliseum ~ 6pm! Tickets available at:… https://t.co/bnEE6NX41Z"
1,9/24/2016 2:09:56 AM,26907,779503099492831233,,,false,en,8899,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Crooked Hillary's bad judgement forced her to announce that she would go to Charlotte on Saturday to grandstand. Dem pols said no way, dumb!"
1,9/24/2016 11:06:32 AM,18274,779638140810194944,,,false,en,6793,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Today is the day! Knock on doors and make calls with us on National Day of Action! #TrumpTrain #MAGA… https://t.co/4iW06ROvsT
1,9/24/2016 12:35:02 PM,40787,779660413000617985,,,false,en,12022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The @SenTedCruz endorsement was a wonderful surprise. I greatly appreciate his support! We will have a tremendous victory on November 8th.
1,9/24/2016 12:43:52 PM,23743,779662636770353152,,,false,en,9728,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""@KellyannePolls: Trump is headed for a win, says professor who has predicted 30 years of presidential outcomes   https://t.co/68WEMcuHSO"""
1,9/24/2016 2:10:37 PM,15542,779684468814667777,,,false,en,4637,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Will be back in Virginia tonight- for a 6pm rally at the Berglund Center in Roanoke. Join me! Tickets:… https://t.co/6pQMSgPWuN
1,9/24/2016 5:08:17 PM,58786,779729180334387200,,,false,en,30375,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!"
1,9/24/2016 11:39:02 PM,19770,779827513375780864,,,false,en,6255,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Roanoke, Virginia - this a MOVEMENT - join us today!
Sign up: https://t.co/NQEgRxQN2m
#AmericaFirst… https://t.co/Rz3DkpBQJu"
1,9/25/2016 12:30:28 PM,27305,780021651962462208,,,false,en,8272,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Many on the team and staff of Bernie Sanders have been treated badly by the Hillary Clinton campaign - and they like Trump on trade, a lot!"
1,9/25/2016 1:04:46 PM,25208,780030282854432768,,,false,en,8134,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bernie Sanders gave Hillary the Dem nomination when he gave up on the e-mails. That issue has only gotten bigger!
1,9/25/2016 1:20:56 PM,29649,780034352604405760,,,false,en,8231,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Looking forward to my meeting with Benjamin Netanyahu in Trump Tower at 10:00 A.M.
1,9/25/2016 6:15:11 PM,29248,780108403326775297,,,false,en,11275,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Readout of my meeting with Israeli Prime Minister Benjamin Netanyahu:
https://t.co/VHuyE65hgi https://t.co/6KDPrQxSED"
1,9/26/2016 12:18:40 AM,28537,780199873979219968,,,false,en,10778,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Five people killed in Washington State by a Middle Eastern immigrant. Many people died this weekend in Ohio from drug overdoses. N.C. riots!
1,9/26/2016 1:13:40 AM,58874,780213717082529792,,,false,en,16295,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed."
1,9/26/2016 12:02:48 PM,27434,780377077518364673,,,false,en,11122,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New national Bloomberg poll just released - thank you! Join the MOVEMENT: https://t.co/3KWOl2ibaW. 
#TrumpTrain… https://t.co/xDGCwYVK0Q"
1,9/26/2016 4:29:31 PM,0,780444199737036800,,,true,en,7696,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @KellyannePolls: #Polls showing @realDonaldTrump surging, @hillaryclinton #slipping, have HER camp on defense/lowering expectations, goi…"
1,9/26/2016 10:31:53 PM,55337,780535389853458432,,,false,en,18632,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My team of deplorables will be managing my Twitter account for this evenings debate. Tune in!
#DebateNight #TrumpPence16"
1,9/26/2016 11:30:40 PM,0,780550185365737472,,,true,en,3515,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @DanScavino: Join @realDonaldTrump on his official social media platforms during tonight's debate ~ as @TeamTrump manages rapid response…
1,9/27/2016 12:47:05 AM,32567,780569413321789440,,,false,en,17859,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Why isn't Hillary Clinton 50 points ahead?
#DebateNight https://t.co/iux7icIkaT"
1,9/27/2016 1:14:09 AM,0,780576225848885249,,,true,en,4050,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TeamTrump: A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 https://t.co/4O3rIyycyW
1,9/27/2016 1:18:55 AM,17098,780577426657120258,,,false,en,7606,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years
1,9/27/2016 1:23:43 AM,13014,780578636294459392,,,false,en,5027,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. #TPP #Debates2016
1,9/27/2016 1:28:04 AM,20075,780579728964980736,,,false,en,7482,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… https://t.co/02NMQn3ZNQ"
1,9/27/2016 1:28:50 AM,22494,780579923295600640,,,false,en,9536,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016
1,9/27/2016 1:32:25 AM,16423,780580825234415616,,,false,en,7879,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A Clinton economy = more taxes and more spending! #DebateNight https://t.co/oFlaAhrwe5
1,9/27/2016 1:33:59 AM,21646,780581215820591104,,,false,en,11954,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2
1,9/27/2016 1:36:50 AM,32048,780581933176778752,,,false,en,12977,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016"
1,9/27/2016 1:44:01 AM,0,780583741051768832,,,true,en,1976,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TeamTrump: WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh
1,9/27/2016 1:50:01 AM,0,780585254583169078,,,true,en,4674,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @TeamTrump: When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA #Debates #De…"
1,9/27/2016 1:51:58 AM,33794,780585742850555904,,,false,en,12172,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp
1,9/27/2016 2:10:30 AM,0,780590406501150723,,,true,en,5609,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DanScavino: Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. 
#DebateNight https://t.co/JTbqO0…"
1,9/27/2016 2:19:20 AM,0,780592630585499648,,,true,en,5264,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @TeamTrump: Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed @realDonaldTrump!…"
1,9/27/2016 2:19:47 AM,11870,780592744355893248,,,false,en,5716,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight 
https://t.co/6EEOAaCiNv"
1,9/27/2016 2:21:59 AM,20000,780593298247483392,,,false,en,8890,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr
1,9/27/2016 2:22:12 AM,0,780593350604824576,,,true,en,7631,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TeamTrump: 100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 
https://t.co/W7L7a9…"
1,9/27/2016 2:26:13 AM,40784,780594362862362624,,,false,en,22179,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hillary Clinton failed all over the world. 
❌LIBYA
❌SYRIA
❌IRAN
❌IRAQ
❌ASIA PIVOT
❌RUSSIAN RESET
❌BENGHAZI… https://t.co/OoakXs2rij"
1,9/27/2016 2:28:26 AM,26635,780594918616162304,,,false,en,11946,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton."
1,9/27/2016 2:33:59 AM,0,780596317865254913,,,true,en,6163,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TeamTrump: .@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate. #Debates20…
1,9/27/2016 2:36:11 AM,14790,780596871102201856,,,false,en,6649,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight https://t.co/f7PctDE31L
1,9/27/2016 2:40:26 AM,55871,780597941979480064,,,false,en,29839,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight
1,9/27/2016 2:42:49 AM,18722,780598541441912832,,,false,en,8585,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNight
https://t.co/qfZTx6aKYs"
1,9/27/2016 3:58:24 AM,39621,780617562476441601,,,false,en,18723,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Senator @TedCruz!
#Debates2016 #MAGA https://t.co/cgO6109USJ"
1,9/27/2016 4:01:32 AM,22029,780618351601192960,,,false,en,7498,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Governor @Mike_Pence!
Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people. 
#AmericaFirst… https://t.co/6k7qP9X8nC"
1,9/27/2016 4:02:51 AM,14374,780618680338178048,,,false,en,5618,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Governor @TerryBranstad! 
#AmericaFirst #Debates2016 https://t.co/yIeZctdQy8"
1,9/27/2016 4:34:09 AM,39139,780626558176333824,,,false,en,12355,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wow, did great in the debate polls (except for @CNN - which I don't watch). Thank you!"
1,9/27/2016 5:18:10 AM,23852,780637633890451456,,,false,en,7739,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",".@newtgingrich just said ""a historic victory for Trump."" NICE!"
1,9/27/2016 5:36:33 AM,26731,780642262921441280,,,false,en,12279,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TIME #DebateNight poll - over 800,000 votes. Thank you! 
#AmericaFirst #MAGA https://t.co/bTPX9E0wKu"
1,9/27/2016 5:44:02 AM,34975,780644145492877312,,,false,en,16484,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you! CNBC #DebateNight poll with over 400,000 votes. 
Trump 61%
Clinton 39%
#AmericaFirst #ImWithYou… https://t.co/MJ3NwA98op"
1,9/27/2016 5:54:42 AM,24840,780646830090641408,,,false,en,10969,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@DRUDGE_REPORT's First Presidential Debate Poll:
Trump: 80%
Clinton: 20%
Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/B12lgC97tn"
1,9/27/2016 6:32:29 AM,24145,780656338628145153,,,false,en,10987,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE &amp; GREAT AGAIN… https://t.co/39FCnUf8Pb"
1,9/27/2016 10:44:58 AM,16620,780719876335894528,,,false,en,4679,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Great debate poll numbers - I will be on @foxandfriends at 7:00 to discuss. Enjoy!
1,9/27/2016 12:53:42 PM,69571,780752274020761601,,,false,en,24871,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?
1,9/27/2016 12:55:31 PM,17530,780752731418009600,,,false,en,8242,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","'How Trump won over a bar full of undecideds and Democrats'
https://t.co/WWO39kxn8Y"
1,9/27/2016 1:14:55 PM,31905,780757611914391552,,,false,en,10978,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I won every poll from last nights Presidential Debate - except for the little watched @CNN poll.
1,9/27/2016 1:17:40 PM,57103,780758306239512577,,,false,en,21304,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The #1 trend on Twitter right now is #TrumpWon - thank you!
1,9/27/2016 1:49:07 PM,16128,780766220618436608,,,false,en,7475,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",'True blue-collar billionaire Donald Trump shows Hillary Clinton is out of touch' https://t.co/NHO1OicfVm
1,9/27/2016 2:49:09 PM,38013,780781327050235905,,,false,en,15364,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hillary's been failing for 30 years in not getting the job done - it will never change.
1,9/27/2016 2:51:25 PM,19472,780781898071207940,,,false,en,8837,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you! #TrumpWon #MAGA 
https://t.co/a5rr1i38km"
1,9/27/2016 2:55:57 PM,12523,780783037743267840,,,false,en,7245,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",'U.S. Murders Increased 10.8% in 2015' via @WSJ: https://t.co/CIJMQJhLqp
1,9/27/2016 3:47:29 PM,32820,780796008854876160,,,false,en,16964,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Such a great honor. Final debate polls are in - and the MOVEMENT wins!
#AmericaFirst #MAGA #ImWithYou… https://t.co/DV1BKMwHEM"
1,9/27/2016 4:58:58 PM,15960,780813996739981316,,,false,en,5987,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you for your endorsement, @GovernorSununu. #MAGA 
https://t.co/8BEeQPsuyd"
1,9/27/2016 5:47:36 PM,34911,780826236213927937,,,false,en,11107,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Well, now they're saying that I not only won the NBC Presidential Forum, but last night the big debate. Nice!"
1,9/27/2016 7:37:22 PM,34938,780853860135006211,,,false,en,10674,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! #MAGA"
1,9/27/2016 7:59:04 PM,23059,780859319319400448,,,false,en,8735,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Great afternoon in Little Havana with Hispanic community leaders. Thank you for your support! #ImWithYou https://t.co/vxWZ2tyJTF
1,9/27/2016 8:06:25 PM,17319,780861171238834176,,,false,en,7468,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","'CNBC, Time magazine online polls say Donald Trump won the first presidential debate' via @WashTimes. #MAGA
https://t.co/PGimqYKPoJ"
1,9/27/2016 8:14:33 PM,15522,780863218646474757,,,false,en,7115,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hillary Clinton's Campaign Continues To Make False Claims About Foundation Disclosure: 
https://t.co/zhkEfUouHH"
