Number of Records,created_at (@realDonaldTrump's Tweets),favorite_count (@realDonaldTrump's Tweets),id_str (@realDonaldTrump's Tweets),in_reply_to_screen_name (@realDonaldTrump's Tweets),in_reply_to_status_id_str (@realDonaldTrump's Tweets),is_retweet (@realDonaldTrump's Tweets),lang (@realDonaldTrump's Tweets),retweet_count (@realDonaldTrump's Tweets),source (@realDonaldTrump's Tweets),text (@realDonaldTrump's Tweets)
1,10/28/2016 5:23:39 PM,0,792054233721864193,,,true,en,4317,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @DRUDGE_REPORT: WSJ:  The Cold Clinton Reality... https://t.co/udWj5mXcA6
1,10/28/2016 5:24:08 PM,35845,792054354991800320,,,false,en,14925,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Just out: Neera Tanden, Hillary Clinton adviser said, “Israel is depressing.” I think Israel is inspiring!"
1,10/28/2016 7:20:22 PM,51994,792083605405171712,,,false,en,25546,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We must not let #CrookedHillary take her CRIMINAL SCHEME into the Oval Office. #DrainTheSwamp https://t.co/GtPkj4xIz6
1,10/29/2016 1:28:46 AM,23486,792176315478609920,,,false,en,6178,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Just landed in Iowa - speaking soon!
1,10/29/2016 1:30:55 AM,40162,792176856086622208,,,false,en,14933,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""@piersmorgan: BOMBSHELL: FBI reopening its investigation into HillaryClinton's email server after new discovery!"
1,10/29/2016 4:04:25 AM,32106,792215485941186560,,,false,en,12779,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Maine, New Hampshire and Iowa. The waiting is OVER! The time for change is NOW! We are going to… https://t.co/HVPjw6qeQ2"
1,10/29/2016 4:11:17 AM,18816,792217215114342400,,,false,en,8255,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me in Colorado at 12pm tomorrow - or Arizona at 3pm!

TICKETS:
Golden: https://t.co/Eix7SspO2Z
Phoenix:… https://t.co/pheYCksxq0"
1,10/29/2016 1:08:22 PM,40801,792352376828993538,,,false,en,12219,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I am in Colorado - big day planned - but nothing can be as big as yesterday!
1,10/29/2016 3:37:26 PM,29268,792389892298780672,,,false,en,11455,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""@DeplorableCBTP: ""In my mind, #DonaldTrump is the only way out of this mess."" - #PhilRobertson of TV's #DuckDynasty""   Thank you Phil!"
1,10/29/2016 4:54:54 PM,12691,792409386073202688,,,false,pt,5904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tomorrow!

Las Vegas, NV- 11a: https://t.co/KluudKImvn
Greeley, CO- 4p: https://t.co/JYimiIbqKB
Albuquerque, NM- 7p: https://t.co/7SCol4vQlM"
1,10/29/2016 5:02:04 PM,18997,792411187547734016,,,false,und,10969,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#ObamacareFail https://t.co/iusXk4n9w7
1,10/29/2016 7:56:49 PM,24833,792455164615544832,,,false,en,9529,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Departing Golden, CO. for Arizona now - after an unbelievable rally. Watch here: https://t.co/zNzmWuZPiV
Overflow: https://t.co/93L7JfdmXJ"
1,10/29/2016 8:02:16 PM,57886,792456539151806464,,,false,en,22549,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",So nice - great Americans outside Trump Tower right now. Thank you! https://t.co/34ATTgICTz
1,10/30/2016 1:23:28 AM,37019,792537371291987968,,,false,en,15046,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","THANK YOU Phoenix, Arizona! Time for new POWERFUL leadership. Just imagine what WE can accomplish in our first 100… https://t.co/gqZLLxcenk"
1,10/30/2016 1:36:25 AM,25214,792540629548933120,,,false,en,10611,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Great day in Colorado &amp; Arizona. Will be in Nevada, Colorado and New Mexico tomorrow - join me!
Tickets:… https://t.co/vMPTsLXsCT"
1,10/30/2016 1:55:06 PM,61566,792726526127067136,,,false,en,20521,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are now leading in many polls, and many of these were taken before the criminal investigation announcement on Friday - great in states!"
1,10/30/2016 2:04:06 PM,46330,792728791743291392,,,false,en,18891,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hillary and the Dems loved and praised FBI Director Comey just a few days ago. Original evidence was overwhelming, should not have delayed!"
1,10/30/2016 2:26:30 PM,69538,792734426912337920,,,false,en,34990,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wow, Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!"
1,10/30/2016 5:58:52 PM,19131,792787872789045248,,,false,en,7715,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","See you tomorrow Michigan!

Grand Rapids, MI tomorrow at noon:
https://t.co/xFPRNEPNZ5

Warren, MI tomorrow at 3pm:… https://t.co/UHRTgS88B5"
1,10/30/2016 7:05:31 PM,21566,792804645542305792,,,false,en,8177,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Las Vegas, Nevada- I love you! Departing for Greeley, Colorado now. Get out &amp; VOTE! #ICYMI- watch here:… https://t.co/uIloPRtEn9"
1,10/30/2016 11:19:09 PM,25752,792868471734345728,,,false,en,11458,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Greeley, CO! REAL change means restoring honesty to the govt. Our plan will END govt. corruption! Watch:… https://t.co/qz5AL7zvp4"
1,10/30/2016 11:23:26 PM,26353,792869550593146880,,,false,en,10991,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""@slh: I follow Mr.Trump at all of his rallies by watching them on https://t.co/biseaBESvS. He is a lion-hearted warrior, who inspires hope"
1,10/31/2016 2:52:08 AM,27579,792922071437287428,,,false,en,12589,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Beautiful rally in Albuquerque, New Mexico this evening - thank you. Get out &amp; VOTE! #DrainTheSwamp
Watch rally:… https://t.co/K2RSgt2Zh5"
1,10/31/2016 3:59:48 AM,18540,792939101494337540,,,false,en,7868,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me tomorrow in Michigan!

Grand Rapids at 12pm:
https://t.co/xFPRNF7pnF

Warren at 3pm:
https://t.co/DREwbH7ZVd https://t.co/iyXwiP0rvd"
1,10/31/2016 4:00:19 PM,21640,793120426541056000,,,false,en,14228,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","'Hillary's Two Official Favors To Morocco Resulted In $28 Million For Clinton Foundation' #DrainTheSwamp
https://t.co/6qOO7FZSvF"
1,10/31/2016 4:38:13 PM,41023,793129964476436480,,,false,en,12913,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Legendary basketball coach Bobby Knight who has 900+ wins, many championships and a gold medal will be introducing… https://t.co/aHltfG7U4I"
1,10/31/2016 6:20:00 PM,20753,793155579019681792,,,false,en,8989,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",$25 Million+ raised online in just one week! RECORD WEEK. #DrainTheSwamp Today we set a bigger record. Contribute &gt;https://t.co/CZ1QmzCxwO
1,10/31/2016 7:00:42 PM,21638,793165820889358338,,,false,en,9255,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Grand Rapids, Michigan! #ICYMI- watch: https://t.co/2mDQCs6coB https://t.co/gN7BYfLD9K"
1,10/31/2016 7:08:25 PM,26125,793167761509851137,,,false,und,15685,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#ObamacareFail #HillarycareFail https://t.co/gaXOWVI0Xa
1,10/31/2016 8:49:56 PM,22894,793193310219272198,,,false,en,8368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wow! I hear you Warren, Michigan. Streaming live - join us America. It is time to DRAIN THE SWAMP!
Watch: https://t.co/pjXELwc5E1"
1,11/1/2016 10:31:46 AM,52904,793400131525677056,,,false,en,20886,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Look at the way Crooked Hillary is handling the e-mail case and the total mess she is in. She is unfit to be president. Bad judgement!
1,11/1/2016 11:55:47 AM,37298,793421274043285504,,,false,en,16085,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wow, now leading in @ABC /@washingtonpost Poll 46 to 45. Gone up 12 points in two weeks, mostly before the Crooked Hillary blow-up!"
1,11/1/2016 12:01:11 PM,56730,793422633111023616,,,false,en,23112,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Crooked Hillary should not be allowed to run for president. She deleted 33,000 e-mails AFTER getting a subpoena from U.S. Congress. RIGGED!"
1,11/1/2016 1:35:47 PM,16123,793446442031575040,,,false,en,8630,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JOIN ME TOMORROW IN FLORIDA!

MIAMI•12pm
https://t.co/A3X71Q6sG2

ORLANDO•4pm
https://t.co/6BqTVoty5C

PENSACOLA•7p… https://t.co/kNzrAeuLZO"
1,11/1/2016 2:14:09 PM,77547,793456094198759424,,,false,en,31854,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","So terrible that Crooked didn't report she got the debate questions from Donna Brazile, if that were me it would have been front page news!"
1,11/1/2016 5:24:18 PM,19558,793503948313419776,,,false,en,7541,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#ICYMI: Governor @mike_pence and I were in Valley Forge, Pennsylvania today. You can watch it here:… https://t.co/6GWgmCV23Z"
1,11/1/2016 6:44:44 PM,22700,793524189240188928,,,false,en,10364,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@DarrellIssa is a very good man. Help him win his congressional seat in California.
1,11/1/2016 9:15:42 PM,17522,793562183573442560,,,false,en,10760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",'Kept me out of jail': Top DOJ official involved in Clinton probe represented her campaign chairman: https://t.co/QUZn97CEOq
1,11/1/2016 9:16:57 PM,17310,793562498100178945,,,false,en,8354,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Trump promises special session to repeal Obamacare: https://t.co/wTCd108yrV
1,11/1/2016 9:20:04 PM,14624,793563282854383617,,,false,en,8937,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hillary Advisers Wanted Her To Avoid Supporting Israel When Talking To Democrats: https://t.co/y7m8iVU173
1,11/1/2016 9:28:55 PM,20220,793565506431168512,,,false,en,10437,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mika Brzezinski: Dem Criticism of Comey Reinforcing Idea ‘There’s Something There'
https://t.co/EvBp0xESPN https://t.co/QIDBiDpat8"
1,11/1/2016 9:46:18 PM,15736,793569883409657856,,,false,en,8215,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",'Podesta urged Clinton team to hand over emails after use of private server emerged' https://t.co/NYvVmoA8wl
1,11/1/2016 9:57:54 PM,24173,793572802729086976,,,false,en,13946,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WikiLeaks emails reveal Podesta urging Clinton camp to 'dump' emails. 
Time to #DrainTheSwamp!
https://t.co/P3ajiACiXK"
1,11/1/2016 11:07:25 PM,0,793590297800404992,,,true,en,3153,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DanScavino: Join @realDonaldTrump LIVE in Wisconsin with Gov. @ScottWalker, @MayorRGiuliani, @Reince &amp; Coach Bobby Knight! LIVE: https:…"
1,11/2/2016 12:32:51 AM,30496,793611795156111360,,,false,en,12460,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Thank you for your incredible support Wisconsin and Governor @ScottWalker! It is time to #DrainTheSwamp &amp; #MAGA!… https://t.co/gKBkKmTudn
1,11/2/2016 3:43:15 AM,17750,793659710054498304,,,false,en,8178,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me in Florida tomorrow!

MIAMI•12pm
https://t.co/A3X71Q6sG2

ORLANDO•4pm
https://t.co/6BqTVoty5C

PENSACOLA•7p… https://t.co/kEQuuJeO1B"
1,11/2/2016 10:35:56 AM,56408,793763567837253633,,,false,en,24628,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You can change your vote in six states. So, now that you see that Hillary was a big mistake, change your vote to MAKE AMERICA GREAT AGAIN!"
1,11/2/2016 11:00:30 AM,49437,793769750056677376,,,false,en,17105,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I am going to repeal and replace ObamaCare. We will have MUCH less expensive and MUCH better healthcare. With Hillary, costs will triple!"
1,11/2/2016 12:47:48 PM,46919,793796754193936385,,,false,en,18066,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Crooked Hillary Clinton deleted 33,000 e-mails AFTER they were subpoenaed by the United States Congress. Guilty - cannot run. Rigged system!"
1,11/2/2016 1:11:06 PM,18604,793802617428160513,,,false,en,7794,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""@Ravenrantz: #Billygraham's grand daughter #SupportsTrump https://t.co/sKz1SPHzDZ""  So nice, thank you Cissy Graham Lynch!!!!"
1,11/2/2016 1:18:39 PM,19186,793804514583252992,,,false,en,7273,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""@PYNance: Evangelical women live at #trumptower @pdpryor1 @CissieGLynch @SaysGabrielle https://t.co/k5kGXPR2WA"""
1,11/2/2016 2:37:03 PM,84842,793824247168765952,,,false,en,29410,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Praying for the families of the two Iowa police who were ambushed this morning. An attack on those who keep us safe is an attack on us all.
1,11/2/2016 5:15:30 PM,32127,793864122987323393,,,false,en,12133,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Miami! In 6 days, we are going to WIN the GREAT STATE of FLORIDA - and we are going to win back the White… https://t.co/MKYPOp0MeD"
1,11/2/2016 6:57:07 PM,21114,793889694064967680,,,false,en,10915,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""It pays to have friends in high places- like the Justice Department. Clearly the Clintons do."" 
#DrainTheSwamp! https://t.co/KZXB4B156M"
1,11/2/2016 6:58:34 PM,18527,793890059510505472,,,false,en,9773,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Clinton camp fumed when surrogate told supporters Clinton planned to betray labor on TPP post-election: 
https://t.co/ZZjbGDZP7e"
1,11/2/2016 7:09:28 PM,46813,793892802040041472,,,false,en,25865,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","After decades of lies and scandal, Crooked Hillary's corruption is closing in. #DrainTheSwamp! https://t.co/YivCacmkKq"
1,11/2/2016 9:30:24 PM,44148,793928267250171904,,,false,en,16116,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Orlando, Florida! We are just six days away from delivering justice for every forgotten man, woman and ch… https://t.co/LPXBQZ5AXt"
1,11/2/2016 11:34:23 PM,36015,793959470585913345,,,false,und,17383,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#MakeAmericaGreatAgain #6Days https://t.co/eHTGIEpFsm
1,11/3/2016 3:44:39 AM,0,794022452233781248,,,true,en,9419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @T_Lineberger: Thanks @IvankaTrump for coming to help win Michigan! More people here than a Hillary rally with less than 24 hours notice…
1,11/3/2016 3:55:49 AM,28036,794025263604625409,,,false,en,10804,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Arlene! We will MAKE AMERICA SAFE AND GREAT AGAIN! 
#ImWithYou #DrainTheSwamp 
https://t.co/tSI0YP2LL9"
1,11/3/2016 12:27:27 PM,44743,794154017983238145,,,false,en,11774,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","My wife, Melania, will be speaking in Pennsylvania this afternoon. So exciting, big crowds! I will be watching from North Carolina."
1,11/3/2016 12:34:14 PM,44600,794155725152980992,,,false,en,15154,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ObamaCare is a total disaster. Hillary Clinton wants to save it by making it even more expensive. Doesn't work, I will REPEAL AND REPLACE!"
1,11/3/2016 3:19:12 PM,71632,794197242471124992,,,false,en,29176,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Looking at Air Force One @ MIA. Why is he campaigning instead of creating jobs &amp; fixing Obamacare? Get back to work for the American people!
1,11/3/2016 7:25:37 PM,54051,794259252613414915,,,false,en,16522,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Watching my beautiful wife, Melania, speak about our love of country and family. We will make you all very proud.… https://t.co/DiKmSnTlC2"
1,11/3/2016 8:52:52 PM,32220,794281211963338752,,,false,en,12031,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Concord, North Carolina! When WE win on November 8th, we are going to Washington, D.C. and we are going t… https://t.co/7j4MBn1Waf"
1,11/3/2016 8:55:36 PM,35161,794281898570825728,,,false,en,19322,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#CrookedHillary is unfit to serve. https://t.co/bSuGvInNF1
1,11/3/2016 9:28:01 PM,18044,794290058685661184,,,false,en,6297,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me in Wilmington, Ohio tomorrow at 4:00pm! It is time to #DrainTheSwamp! Tickets: https://t.co/eCLECM3nmW https://t.co/sb5irRxjxJ"
1,11/3/2016 11:30:17 PM,0,794320826237644805,,,true,en,15766,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @PaulaReidCBS: .@CBSNews confirms FBI found emails on #AnthonyWeiner computer, related to Hillary Clinton server, that are ""new"" &amp; not p…"
1,11/4/2016 2:35:08 AM,30825,794367345359732740,,,false,en,11634,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","There is no challenge too great, no dream outside of our reach! Thank you Selma, North Carolina!
#ICYMI, watch here… https://t.co/8uIrhgYRsl"
1,11/4/2016 3:32:31 PM,12522,794562979652128772,,,false,en,4074,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me today in Wilmington, Ohio at 4pm: https://t.co/eCLECMkYLw

Tomorrow- Tampa, Florida at 10am: https://t.co/N9380pVmuM"
1,11/4/2016 4:17:22 PM,14457,794574267878928384,,,false,en,7315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""The Clinton Campaign at Obama Justice"" #DrainTheSwamp
https://t.co/LZkvFc071z"
1,11/4/2016 4:26:19 PM,0,794576519955939328,,,true,en,11874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TeamTrump: Mrs. Saucier's son is in prison for having classified info on an unsecured device. @HillaryClinton did FAR WORSE &amp; is runnin…
1,11/4/2016 4:28:36 PM,15334,794577092453212160,,,false,en,7808,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Clinton Aides: ‘Definitely’ Not Releasing Some HRC Emails:
https://t.co/GY5pGKaDoW"
1,11/4/2016 6:46:42 PM,20150,794611850499489793,,,false,en,7305,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you NH! We will end illegal immigration, stop the drugs, deport all criminal aliens&amp;save American lives! Watc… https://t.co/uxcazVkb32"
1,11/4/2016 6:56:15 PM,25377,794614251709169664,,,false,en,16814,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","'ICE OFFICERS WARN HILLARY IMMIGRATION PLAN WILL UNLEASH GANGS, CARTELS &amp; DRUG VIOLENCE NATIONWIDE'… https://t.co/09aSrBwQrv"
1,11/4/2016 7:07:20 PM,99193,794617042888491008,,,false,en,40248,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If Obama worked as hard on straightening out our country as he has trying to protect and elect Hillary, we would all be much better off!"
1,11/4/2016 8:33:12 PM,13178,794638650382368768,,,false,en,3685,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me live in Wilmington, Ohio!
https://t.co/nQ2p4EulLu"
1,11/4/2016 11:14:59 PM,24700,794679364289986560,,,false,en,9428,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thank you Ohio! VOTE so we can replace Obamacare and save healthcare for every family in the United States! Watch:… https://t.co/7CH8ZnGdOa
1,11/4/2016 11:31:28 PM,63256,794683513853382656,,,false,en,33167,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The only thing that can stop this corrupt machine is YOU. The only force strong enough to save our country is US.… https://t.co/7dcSHOkuzc
1,11/4/2016 11:50:57 PM,19107,794688416663437312,,,false,en,6529,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me live in Hershey, Pennsylvania! 
#MakeAmericaGreatAgain 
LIVE: https://t.co/xEj6sZpb12 https://t.co/JWfGI1vlwW"
1,11/4/2016 11:57:37 PM,16218,794690094594740224,,,false,en,5339,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me in Denver, Colorado tomorrow at 9:30pm!
Tickets: https://t.co/LJYGIK7Mri"
1,11/5/2016 2:52:56 AM,27483,794734211559292928,,,false,en,10081,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Hershey, Pennsylvania. Get out &amp; VOTE on November 8th &amp; we will #MAGA! #RallyForRiley 
#ICYMI, watch here… https://t.co/maWukVBTr8"
1,11/5/2016 1:33:10 PM,111798,794895332941381633,,,false,en,56809,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MAKE AMERICA GREAT AGAIN!
1,11/5/2016 4:45:05 PM,15970,794943632176451584,,,false,en,5697,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me in Denver, Colorado tonight at 9:30pm: https://t.co/LJYGIK7Mri

NEW- Scranton, Pennsylvania Monday @ 5:30pm: https://t.co/BcErCtsPdF"
1,11/5/2016 8:06:21 PM,22749,794994280829952000,,,false,en,8043,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you for the incredible support this morning Tampa, Florida! #ICYMI- watch here: https://t.co/q43kHf7MoE https://t.co/1GscFNaV4L"
1,11/5/2016 8:13:34 PM,31339,794996097370427392,,,false,en,10786,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Wilmington, North Carolina. We are 3 days away from the CHANGE you've been waiting for your entire life!… https://t.co/6ZJZRBfLST"
1,11/5/2016 9:27:32 PM,20392,795014711716757504,,,false,en,6649,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Watch Coach Mike Ditka- a great guy and supporter tonight at 8pmE on #WattersWorld with @jessebwatters @FoxNews.
1,11/5/2016 9:38:01 PM,20676,795017350688935936,,,false,en,12340,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","‘Must Act Immediately’: Clinton Charity Lawyer Told Execs They Were Breaking The Law
https://t.co/hsi4qhqTV1"
1,11/5/2016 9:39:44 PM,15965,795017781423067136,,,false,en,7926,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Top Clinton Aides Bemoan Campaign ‘All Tactics,’ No Vision: https://t.co/mHYvQtIq78"
1,11/5/2016 9:46:34 PM,21272,795019500345233408,,,false,und,10596,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#DrainTheSwamp!
https://t.co/z68vGp9Bvf"
1,11/6/2016 12:19:18 AM,17822,795057936565313536,,,false,en,6802,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JOIN ME TOMORROW!
MINNESOTA • 2pm
https://t.co/WcgLh4prS7

MICHIGAN • 6pm
https://t.co/9BqGVKNNrt

VIRGINIA • 9:30p… https://t.co/A1oVhCrT6t"
1,11/6/2016 12:20:16 AM,17199,795058179168055296,,,false,en,4632,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Join me live in Reno, Nevada!
https://t.co/T4bf1hrxaA https://t.co/EPqRXHa1CM"
1,11/6/2016 2:03:20 AM,45538,795084117192810496,,,false,en,18137,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Reno, Nevada. 
NOTHING will stop us in our quest to MAKE AMERICA SAFE AND GREAT AGAIN! #AmericaFirst… https://t.co/A4eeHoCbGS"
1,11/6/2016 4:27:00 AM,0,795120273070686208,,,true,en,5225,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DanScavino: Join @realDonaldTrump LIVE in Denver, Colorado via his #Facebook page- we are here!!
#MakeAmericaGreatAgain🇺🇸  
https://t.c…"
1,11/6/2016 6:08:32 AM,30869,795145824586137600,,,false,en,10777,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Great night in Denver, Colorado- thank you! Together, we will MAKE AMERICA GREAT AGAIN! 
#ICYMI watch rally here:… https://t.co/LbvNHo6T2k"
1,11/6/2016 5:06:08 PM,18734,795311315304714242,,,false,en,8325,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Van Jones: ‘There Is A Crack in the Blue Wall’ — It Has to Do With Trade: https://t.co/BvEF9cC7o7
1,11/6/2016 6:09:44 PM,0,795327323016953857,,,true,en,8279,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @IvankaTrump: Thank you New Hampshire! 🇺🇸 https://t.co/pdnxXq2jgy
1,11/6/2016 7:26:58 PM,25864,795346759119736832,,,false,en,9026,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Iowa - Get out &amp; #VoteTrumpPence16! 
https://t.co/HfihPERFgZ https://t.co/QsukELQmKb"
