Number of Records,created_at,favorite_count,id_str,in_reply_to_screen_name,in_reply_to_status_id_str,is_retweet,lang,retweet_count,source,text
1,11/15/2017 1:53:24 AM,81,930614680351068160,,,false,en,99,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Senate Republicans tie tax plan to repeal of key Obamacare mandate https://t.co/G55kL5Rsz7
1,11/15/2017 2:00:03 AM,11,930616355874684928,,,false,en,8,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Mario Gabelli and other #ReutersSummit participants sit down with @ReutersTV https://t.co/4DbQs9qRjF https://t.co/QZCMBaOLim
1,11/15/2017 2:08:11 AM,30,930618402678476800,,,false,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The larger story of the Trump presidency: Explore #TheTrumpEffect: https://t.co/Kd0swzmpxz https://t.co/KrBoRyBW4x
1,11/15/2017 2:10:04 AM,30,930618875594596352,,,false,en,24,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Oil prices slide after IEA casts doubt over demand outlook https://t.co/m8cGvF7LSO https://t.co/b9fz5FoM9v
1,11/15/2017 2:14:27 AM,27,930619977069137921,,,false,en,47,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","House backs $700 billion defense policy bill, funding uncertain https://t.co/Cx4EtMTx6p https://t.co/4609u5x3JB"
1,11/15/2017 2:20:10 AM,34,930621418232000513,,,false,en,27,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",USITC says launches probe of allegations of patent infringement by Apple https://t.co/8Pm3gKaJc3 https://t.co/fSYR7XljkJ
1,11/15/2017 2:30:12 AM,47,930623939650441216,,,false,en,35,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",South Korea detects no unusual activity at border where North Korean defected https://t.co/xY7PH7xTyT https://t.co/MJKcpVmMVJ
1,11/15/2017 2:36:40 AM,50,930625567044571136,,,false,en,46,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","North Korea defector undergoes second surgery, South Korean hospital says https://t.co/YEgSshtKcJ"
1,11/15/2017 2:36:40 AM,113,930625567287848961,,,false,en,79,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",UCLA players in Los Angeles after Trump seeks help from China's Xi https://t.co/4E5AYPXXQS
1,11/15/2017 2:40:05 AM,458,930626430433710080,,,false,en,250,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Jane Goodall urges U.S. Senate to halt quest for Arctic refuge oil https://t.co/hHL1ARM5Px https://t.co/hjlOCJcKpD
1,11/15/2017 2:50:05 AM,37,930628947376820226,,,false,en,30,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Buffett's Berkshire slashes IBM stake, adds to Apple https://t.co/5qHxfs0vqt https://t.co/t1dKH6unsx"
1,11/15/2017 3:00:07 AM,0,930631469030166528,,,true,en,27,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @Breakingviews: Trump’s coal push loses power as U.S. goes green https://t.co/ZObKLhaU4d @TheRealLSL
1,11/15/2017 3:00:14 AM,10,930631500726439937,,,false,en,11,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Fund managers clash over Snap shares https://t.co/PghValPonD https://t.co/khn1o3OtIg
1,11/15/2017 3:00:42 AM,33,930631617453940737,,,false,en,40,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Trump administration to release rules on disclosing cyber flaws: source https://t.co/4HfM9KJ2gh
1,11/15/2017 3:06:10 AM,255,930632992762064896,,,false,en,61,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Rainbow celebrations as Australians vote for same-sex marriage https://t.co/x4DqrquY3U
1,11/15/2017 3:10:04 AM,78,930633975151939585,,,false,en,49,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Japan's GDP grows for seven straight quarters, outlook remains solid https://t.co/syaltJb6on https://t.co/O6VUQSGBip"
1,11/15/2017 3:14:06 AM,66,930634991238832135,,,false,en,29,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",In @ReutersOpinion: The next front in the fight against sexual assault https://t.co/XSef6vlql4 https://t.co/5PEtiqqmFl
1,11/15/2017 3:20:10 AM,80,930636518082994177,,,false,en,53,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","After U.S. visit, South Sudan's Kiir orders unhindered aid access https://t.co/dRoSAS5iTR https://t.co/ffWOL7Ikw3"
